"","x"
"1",141.417964911739
"2",111.076735484439
"3",91.3068246748689
"4",77.5242528267143
"5",67.3365880599974
"6",59.4785363707072
"7",53.2216329473087
"8",48.1157850634898
"9",43.8670235500666
"10",40.2746945596587
"11",37.19686120691
"12",34.5301207358794
"13",32.1972591908425
"14",30.1393940889708
"15",28.3108021120624
"16",26.6754143242048
"17",25.204380928982
"18",23.8743415535143
"19",22.6661725594911
"20",21.5640640089255
"21",20.5548289230195
"22",19.6273791147729
"23",18.7723223689007
"24",17.9816492967111
"25",17.2484873306179
"26",16.5669055900284
"27",15.9317587175215
"28",15.3385608720335
"29",14.7833832783956
"30",14.2627703378113
"31",13.7736704818671
"32",13.3133788264208
"33",12.8794893362477
"34",12.4698547062227
"35",12.0825525422711
"36",11.7158567155657
"37",11.3682129883445
"38",11.0382181852511
"39",10.7246023220344
"40",10.4262132125369
"41",10.1420031617077
"42",9.87101742185942
"43",9.61238414529759
"44",9.36530561169182
"45",9.12905054533016
"46",8.90294736744424
"47",8.68637825344424
"48",8.47877388522186
"49",8.27960880549395
"50",8.08839729512995
"51",7.90468970605853
"52",7.72806919210171
"53",7.55814878827747
"54",7.39456879601668
"55",7.23699443757854
"56",7.08511374790047
"57",6.93863567633111
"58",6.79728837428897
"59",6.66081764796447
"60",6.52898555782035
"61",6.4015691489146
"62",6.2783592980256
"63",6.15915966525029
"64",6.0437857392104
"65",5.93206396627395
"66",5.82383095530558
"67",5.71893275042458
"68",5.61722416509295
"69",5.51856817159395
"70",5.42283534060976
"71",5.3299033261763
"72",5.23965639179449
"73",5.1519849739197
"74",5.06678527944209
"75",4.98395891411634
"76",4.90341253920611
"77",4.82505755388101
"78",4.74880980114594
"79",4.67458929529868
"80",4.60231996910391
"81",4.53192943904381
"82",4.46334878715928
"83",4.39651235813361
"84",4.33135757039388
"85",4.26782474011653
"86",4.2058569171232
"87",4.14539973174305
"88",4.08640125179837
"89",4.02881184894397
"90",3.9725840736563
"91",3.91767253822851
"92",3.86403380718146
"93",3.81162629454996
"94",3.76041016754783
"95",3.71034725615599
"96",3.66140096821453
"97",3.61353620963309
"98",3.56671930936458
"99",3.52091794881479
"100",3.47610109538615
"101",3.43223893987695
"102",3.38930283747844
"103",3.34726525213189
"104",3.30609970402531
"105",3.26578072002586
"106",3.22628378685898
"107",3.18758530685899
"108",3.14966255612867
"109",3.11249364495656
"110",3.07605748035198
"111",3.04033373056713
"112",3.00530279148497
"113",2.97094575475988
"114",2.93724437760583
"115",2.90418105413395
"116",2.871738788148
"117",2.83990116731229
"118",2.80865233861237
"119",2.7779769850339
"120",2.74786030339015
"121",2.7182879832328
"122",2.68924618678526
"123",2.66072152984126
"124",2.63270106357532
"125",2.60517225721485
"126",2.57812298152699
"127",2.55154149307594
"128",2.5254164192094
"129",2.49973674373529
"130",2.47449179325202
"131",2.44967122409818
"132",2.42526500988907
"133",2.40126342960987
"134",2.37765705623664
"135",2.35443674585832
"136",2.33159362727428
"137",2.30911909204333
"138",2.28700478496187
"139",2.26524259494962
"140",2.24382464632294
"141",2.22274329043673
"142",2.20199109767696
"143",2.18156084978686
"144",2.16144553251084
"145",2.14163832854081
"146",2.12213261075074
"147",2.10292193570584
"148",2.08400003743337
"149",2.06536082144322
"150",2.04699835898641
"151",2.02890688154077
"152",2.01108077551344
"153",1.99351457715027
"154",1.97620296764294
"155",1.95914076842476
"156",1.94232293664699
"157",1.92574456082753
"158",1.90940085666444
"159",1.89328716300712
"160",1.87739893797837
"161",1.86173175524065
"162",1.84628130040051
"163",1.83104336754521
"164",1.81601385590599
"165",1.80118876664263
"166",1.78656419974413
"167",1.77213635104087
"168",1.75790150932338
"169",1.74385605356362
"170",1.72999645023426
"171",1.71631925072221
"172",1.7028210888325
"173",1.68949867837885
"174",1.67634881085746
"175",1.66336835320075
"176",1.65055424560786
"177",1.63790349944884
"178",1.62541319523978
"179",1.61308048068587
"180",1.60090256879006
"181",1.58887673602456
"182",1.57700032056285
"183",1.56527072056988
"184",1.55368539254833
"185",1.54224184973865
"186",1.53093766057102
"187",1.51977044716719
"188",1.50873788389041
"189",1.49783769594161
"190",1.48706765800018
"191",1.47642559290767
"192",1.46590937039292
"193",1.45551690583701
"194",1.44524615907672
"195",1.43509513324501
"196",1.42506187364721
"197",1.41514446667177
"198",1.4053410387342
"199",1.39564975525305
"200",1.38606881965698
"201",1.37659647242154
"202",1.36723099013492
"203",1.3579706845915
"204",1.34881390191227
"205",1.33975902169124
"206",1.33080445616693
"207",1.3219486494181
"208",1.31319007658288
"209",1.30452724310056
"210",1.29595868397521
"211",1.2874829630605
"212",1.27909867236493
"213",1.27080443137682
"214",1.26259888640849
"215",1.25448070995884
"216",1.24644860009395
"217",1.23850127984484
"218",1.23063749662218
"219",1.22285602164702
"220",1.21515564939741
"221",1.20753519707007
"222",1.19999350405688
"223",1.19252943143561
"224",1.18514186147439
"225",1.17782969714969
"226",1.17059186167712
"227",1.16342729805488
"228",1.15633496861937
"229",1.14931385461257
"230",1.14236295576084
"231",1.13548128986491
"232",1.12866789240049
"233",1.12192181612939
"234",1.1152421307207
"235",1.10862792238187
"236",1.10207829349917
"237",1.09559236228749
"238",1.08916926244908
"239",1.08280814284095
"240",1.07650816715073
"241",1.07026851358073
"242",1.06408837453994
"243",1.05796695634378
"244",1.0519034789213
"245",1.04589717552973
"246",1.03994729247602
"247",1.03405308884536
"248",1.02821383623626
"249",1.02242881850222
"250",1.01669733149963
"251",1.01101868284184
"252",1.00539219165917
"253",0.999817188364724
"254",0.994293014425779
"255",0.988819022140725
"256",0.983394574421266
"257",0.978019044579822
"258",0.972691816121955
"259",0.96741228254369
"260",0.962179847133603
"261",0.956993922779538
"262",0.951853931779835
"263",0.946759305658942
"264",0.941709484987295
"265",0.936703919205358
"266",0.931742066451708
"267",0.926823393395044
"268",0.921947375070056
"269",0.917113494716991
"270",0.912321243624891
"271",0.907570120978341
"272",0.90285963370768
"273",0.898189296342569
"274",0.89355863086882
"275",0.88896716658843
"276",0.884414439982695
"277",0.87989999457838
"278",0.87542338081681
"279",0.870984155925855
"280",0.866581883794698
"281",0.862216134851351
"282",0.857886485942819
"283",0.853592520217865
"284",0.849333827012306
"285",0.84511000173677
"286",0.840920645766867
"287",0.836765366335702
"288",0.832643776428673
"289",0.828555494680508
"290",0.824500145274479
"291",0.820477357843735
"292",0.816486767374716
"293",0.81252801411258
"294",0.808600743468617
"295",0.804704605929573
"296",0.80083925696887
"297",0.797004356959651
"298",0.79319957108962
"299",0.789424569277632
"300",0.785679026091987
"301",0.781962620670393
"302",0.778275036641562
"303",0.774615962048382
"304",0.770985089272657
"305",0.767382114961357
"306",0.763806739954345
"307",0.760258669213556
"308",0.756737611753592
"309",0.753243280573686
"310",0.749775392591033
"311",0.746333668575422
"312",0.742917833085165
"313",0.73952761440429
"314",0.73616274448095
"315",0.732822958867048
"316",0.729507996659032
"317",0.726217600439838
"318",0.722951516221959
"319",0.719709493391616
"320",0.716491284653991
"321",0.713296645979522
"322",0.710125336551219
"323",0.70697711871299
"324",0.703851757918941
"325",0.700749022683639
"326",0.697668684533321
"327",0.694610517958017
"328",0.691574300364565
"329",0.688559812030529
"330",0.685566836058945
"331",0.682595158333937
"332",0.679644567477144
"333",0.676714854804954
"334",0.673805814286534
"335",0.670917242502621
"336",0.668048938605082
"337",0.665200704277203
"338",0.66237234369471
"339",0.659563663487496
"340",0.656774472702043
"341",0.654004582764522
"342",0.65125380744456
"343",0.648521962819664
