"","x"
"1",175.358632758629
"2",108.957919523637
"3",82.2800931386062
"4",67.2992867399529
"5",57.5080568770226
"6",50.5203606215817
"7",45.2375156258099
"8",41.0773233556458
"9",37.7000937699424
"10",34.8931660227521
"11",32.5160300781996
"12",30.4718016811198
"13",28.6913237209422
"14",27.1237944970898
"15",25.73098319869
"16",24.483519284139
"17",23.3584329735184
"18",22.3374783969117
"19",21.4059619432134
"20",20.5519057630655
"21",19.7654390419261
"22",19.0383474145263
"23",18.3637342986761
"24",17.7357628114747
"25",17.1494566154921
"26",16.6005444745879
"27",16.0853376516311
"28",15.6006322764158
"29",15.1436309067674
"30",14.7118789915052
"31",14.3032130116876
"32",13.9157178534035
"33",13.5476915370207
"34",13.197615852921
"35",12.8641317730342
"36",12.5460187495019
"37",12.2421771968408
"38",11.9516135966126
"39",11.6734277743883
"40",11.406801985472
"41",11.1509915141127
"42",10.9053165450602
"43",10.6691551094819
"44",10.4419369418923
"45",10.2231381126767
"46",10.0122763234456
"47",9.80890677091131
"48",9.61261850009369
"49",9.42303118009297
"50",9.23979224593651
"51",9.06257435852422
"52",8.89107314179171
"53",8.72500516214046
"54",8.56410612015977
"55",8.40812922885481
"56",8.25684375613392
"57",8.11003371230808
"58",7.9674966659054
"59",7.82904267327813
"60",7.69449330933916
"61",7.56368078836009
"62",7.43644716513401
"63",7.31264360798842
"64",7.19212973615569
"65",7.07477301489358
"66",6.96044820251718
"67",6.84903684417277
"68",6.7404268077678
"69",6.63451185798144
"70",6.53119126472698
"71",6.43036944283006
"72",6.33195562003109
"73",6.23586353072481
"74",6.14201113311791
"75",6.05032034772301
"76",5.96071681531744
"77",5.87312967268182
"78",5.78749134459917
"79",5.70373735074267
"80",5.62180612621197
"81",5.54163885459525
"82",5.46317931253914
"83",5.38637372490304
"84",5.31117062965817
"85",5.23752075176791
"86",5.1653768853538
"87",5.09469378351286
"88",5.02542805520737
"89",4.95753806869776
"90",4.89098386103485
"91",4.82572705316786
"92",4.76173077026195
"93",4.69895956685255
"94",4.63737935649374
"95",4.57695734558607
"96",4.51766197109403
"97",4.45946284188627
"98",4.40233068345278
"99",4.34623728577191
"100",4.29115545411775
"101",4.23705896261435
"102",4.18392251035741
"103",4.13172167993791
"104",4.08043289821388
"105",4.03003339918813
"106",3.98050118885968
"107",3.93181501192632
"108",3.88395432022438
"109",3.8368992427997
"110",3.79063055751134
"111",3.74512966407609
"112",3.70037855846848
"113",3.65635980859642
"114",3.61305653117822
"115",3.57045236975152
"116",3.52853147374936
"117",3.48727847858274
"118",3.44667848667307
"119",3.40671704938145
"120",3.36738014978521
"121",3.32865418625509
"122",3.29052595678966
"123",3.2529826440659
"124",3.21601180116783
"125",3.1796013379569
"126",3.14373950805067
"127",3.10841489637764
"128",3.07361640727862
