"","x"
"1",154.120754809585
"2",105.299964628381
"3",83.1636886781658
"4",69.8148535459832
"5",60.6479196055805
"6",53.8593672116034
"7",48.576833754698
"8",44.3194390979391
"9",40.7972188021456
"10",37.8234541460734
"11",35.2717062950519
"12",33.0528780489384
"13",31.1021233003928
"14",29.3709654924942
"15",27.8223387821712
"16",26.4273509566447
"17",25.1631030375331
"18",24.011180475126
"19",22.9565842674322
"20",21.9869579509292
"21",21.0920182560099
"22",20.2631288770992
"23",19.4929766803467
"24",18.7753224593995
"25",18.1048067627287
"26",17.4767969628355
"27",16.8872655973688
"28",16.3326926944142
"29",15.809986686667
"30",15.316419873149
"31",14.8495753683615
"32",14.407303198368
"33",13.9876837369053
"34",13.5889970743825
"35",13.2096972150047
"36",12.8483902280232
"37",12.503815656729
"38",12.174830626581
"39",11.8603962015318
"40",11.5595656223569
"41",11.2714741279204
"42",10.9953301138287
"43",10.7304074258378
"44",10.4760386199894
"45",10.2316090495075
"46",9.99655166135494
"47",9.77034240406653
"48",9.55249616388226
"49",9.3425631589228
"50",9.1401257317114
"51",8.94479548914035
"52",8.75621074633495
"53",8.57403423704344
"54",8.39795105837981
"55",8.22766682214414
"56",8.06290598867049
"57",7.90341036232458
"58",7.7489377304778
"59",7.59926063009971
"60",7.45416522809683
"61",7.31345030323547
"62",7.17692631896109
"63",7.04441457770066
"64",6.91574644834156
"65",6.79076265954053
"66",6.66931265235343
"67",6.5512539864066
"68",6.43645179447018
"69",6.32477828085367
"70",6.21611225953581
"71",6.11033872837448
"72",6.00734847612337
"73",5.90703771931992
"74",5.80930776640759
"75",5.71406470671939
"76",5.62121912218524
"77",5.53068581983422
"78",5.4423835833489
"79",5.35623494209523
"80",5.27216595619937
"81",5.19010601637624
"82",5.10998765733255
"83",5.03174638367494
"84",4.95532050734879
"85",4.88065099572035
"86",4.80768132949177
"87",4.73635736970956
"88",4.66662723318978
"89",4.59844117574061
"90",4.53175148261508
"91",4.46651236567349
"92",4.40267986677749
"93",4.34021176697706
"94",4.27906750108637
"95",4.21920807727665
"96",4.16059600134356
"97",4.103195205333
"98",4.04697098023381
"99",3.99188991246768
"100",3.93791982392744
"101",3.88502971533297
"102",3.83318971269144
"103",3.78237101666389
"104",3.73254585465483
"105",3.68368743545458
"106",3.63576990627591
"107",3.58876831203851
"108",3.54265855676402
"109",3.49741736695467
"110",3.45302225683707
"111",3.40945149536048
"112",3.36668407484665
"113",3.32469968119534
"114",3.28347866555532
"115",3.24300201737749
"116",3.20325133877135
"117",3.16420882009181
"118",3.12585721668749
"119",3.08817982674637
"120",3.05116047017857
"121",3.01478346847976
"122",2.97903362552228
"123",2.94389620922435
"124",2.90935693405058
"125",2.87540194430003
"126",2.84201779814063
"127",2.80919145235114
"128",2.77691024773427
"129",2.74516189516661
"130",2.71393446225307
"131",2.68321636055533
"132",2.65299633336573
"133",2.62326344399932
"134",2.59400706457875
"135",2.56521686528783
"136",2.53688280407085
"137",2.50899511675645
"138",2.4815443075854
"139",2.45452114012337
"140",2.42791662854031
"141",2.40172202923935
"142",2.37592883281889
"143",2.35052875635257
"144",2.32551373597231
"145",2.30087591974092
"146",2.27660766080078
"147",2.25270151078644
"148",2.22915021348921
"149",2.20594669876253
"150",2.18308407665764
"151",2.16055563177917
"152",2.13835481785135
"153",2.11647525248556
"154",2.09491071214054
"155",2.07365512726715
"156",2.05270257762967
"157",2.03204728779636
"158",2.01168362279194
"159",1.99160608390554
"160",1.97180930464737
"161",1.95228804684818
"162",1.93303719689555
"163",1.91405176210153
"164",1.89532686719622
"165",1.87685775094226
"166",1.85863976286538
"167",1.84066836009645
"168",1.82293910432047
"169",1.80544765882852
"170",1.7881897856684
"171",1.77116134289029
"172",1.7543582818837
"173",1.73777664480219
"174",1.7214125620725
"175",1.70526224998493
"176",1.68932200836181
"177",1.67358821830118
"178",1.65805733999293
"179",1.64272591060453
"180",1.62759054223388
"181",1.61264791992693
"182",1.59789479975738
"183",1.58332800696656
"184",1.56894443416099
"185",1.55474103956586
"186",1.54071484533204
"187",1.52686293589513
"188",1.51318245638436
"189",1.49967061107975
"190",1.48632466191582
"191",1.47314192703017
"192",1.46011977935544
"193",1.44725564525306
"194",1.43454700318743
"195",1.4219913824391
"196",1.40958636185566
"197",1.39732956863901
"198",1.38521867716776
"199",1.37325140785375
"200",1.36142552603128
"201",1.3497388408782
"202",1.33818920436767
"203",1.32677451024962
"204",1.31549269306093
"205",1.30434172716342
"206",1.29331962580868
"207",1.28242444022891
"208",1.27165425875299
"209",1.26100720594686
"210",1.25048144177749
"211",1.24007516079971
"212",1.22978659136517
"213",1.21961399485262
"214",1.20955566491911
"215",1.19960992677111
"216",1.18977513645523
"217",1.18004968016775
"218",1.17043197358247
"219",1.16092046119627
"220",1.15151361569187
"221",1.14220993731724
"222",1.13300795328125
"223",1.12390621716485
"224",1.11490330834757
"225",1.10599783144876
"226",1.09718841578307
"227",1.0884737148299
"228",1.07985240571627
"229",1.07132318871281
"230",1.06288478674239
"231",1.05453594490118
"232",1.04627542999156
"233",1.03810203006675
"234",1.03001455398665
"235",1.02201183098474
"236",1.01409271024555
"237",1.00625606049249
"238",0.998500769585811
"239",0.990825744130239
"240",0.98322990909216
"241",0.975712207426046
"242",0.968271599709828
"243",0.960907063789004
"244",0.953617594429246
"245",0.946402202977222
"246",0.939259917029491
"247",0.932189780109161
"248",0.925190851350159
"249",0.918262205188879
"250",0.91140293106302
"251",0.904612133117417
"252",0.89788892991668
"253",0.891232454164442
"254",0.884641852429087
"255",0.87811628487569
"256",0.871654925004156
"257",0.865256959393221
"258",0.858921587450307
"259",0.85264802116699
"260",0.846435484879966
"261",0.840283215037371
"262",0.83419045997033
"263",0.828156479669542
"264",0.822180545566874
"265",0.81626194032172
"266",0.810399957612102
"267",0.804593901930327
"268",0.798843088383106
"269",0.793146842496055
"270",0.787504500022396
"271",0.781915406755825
"272",0.7763789183474
"273",0.770894400126353
"274",0.765461226924772
"275",0.760078782905966
"276",0.754746461396542
"277",0.749463664721979
"278",0.744229804045731
"279",0.739044299211666
"280",0.733906578589853
"281",0.728816078925537
"282",0.723772245191294
"283",0.718774530442229
"284",0.713822395674184
"285",0.708915309684891
"286",0.704052748937931
"287",0.699234197429543
"288",0.694459146558113
"289",0.689727094996335
"290",0.685037548565965
"291",0.680390020115127
"292",0.675784029398066
"293",0.67121910295735
"294",0.6666947740084
"295",0.662210582326369
"296",0.657766074135246
"297",0.653360801999163
"298",0.648994324715873
"299",0.644666207212322
"300",0.640376020442267
"301",0.636123341285915
"302",0.63190775245153
"303",0.627728842378935
"304",0.623586205144921
"305",0.619479440370464
"306",0.615408153129754
"307",0.611371953860964
"308",0.607370458278742
"309",0.603403287288371
"310",0.599470066901576
"311",0.595570428153934
"312",0.591704007023841
"313",0.58787044435303
"314",0.584069385768569
"315",0.580300481606351
"316",0.576563386835999
"317",0.572857760987185
"318",0.569183268077319
"319",0.565539576540592
"320",0.561926359158333
"321",0.558343292990637
"322",0.554790059309281
"323",0.551266343531856
"324",0.547771835157106
"325",0.544306227701469
"326",0.540869218636742
"327",0.537460509328918
"328",0.5340798049781
"329",0.530726814559517
"330",0.527401250765605
"331",0.524102829949121
"332",0.520831272067284
"333",0.517586300626915
"334",0.514367642630547
"335",0.511175028523509
"336",0.508008192141927
"337",0.504866870661671
"338",0.501750804548179
"339",0.498659737507178
"340",0.495593416436267
"341",0.49255159137734
"342",0.48953401546985
"343",0.486540444904884
"344",0.483570638880027
"345",0.480624359555017
"346",0.477701372008163
"347",0.474801444193511
"348",0.471924346898754
"349",0.469069853703844
"350",0.466237740940338
"351",0.463427787651419
"352",0.460639775552597
"353",0.457873488993087
"354",0.455128714917825
"355",0.452405242830144
"356",0.449702864755057
"357",0.447021375203176
"358",0.444360571135218
"359",0.441720251927117
"360",0.439100219335709
