"","x"
"1",636.326788879416
"2",253.449839243811
"3",147.921370684908
"4",100.949421170584
"5",75.058656006248
"6",58.9172863315025
"7",48.0101289628724
"8",40.2082939372975
"9",34.3859983387379
"10",29.8959663982417
"11",26.3414884937248
"12",23.4668365537422
"13",21.1002752720898
"14",19.1225007030476
"15",17.4482348884972
"16",16.0150190323153
"17",14.7761349342089
"18",13.6959906505564
"19",12.7470288287205
"20",11.9076047246356
"21",11.160498358797
"22",10.4918512639304
"23",9.89039357082841
"24",9.34687342423647
"25",8.85362983284973
"26",8.40426879580068
"27",7.99341485464157
"28",7.61651845219656
"29",7.2697050799689
"30",6.94965606487437
"31",6.653513557457
"32",6.3788042090368
"33",6.12337740916782
"34",5.88535496095511
"35",5.66308981111075
"36",5.45513200030631
"37",5.26020041037258
"38",5.07715919545807
"39",4.9049980208642
"40",4.74281541494182
"41",4.58980467994019
"42",4.44524191712749
"43",4.30847580728577
"44",4.17891885535096
"45",4.05603986166271
"46",3.93935742513506
"47",3.82843431803187
"48",3.72287259974827
"49",3.62230935945781
"50",3.52641299576844
"51",3.43487995648024
"52",3.34743187381524
"53",3.26381304061242
"54",3.18378818136149
"55",3.10714047891154
"56",3.0336698234978
"57",2.96319125558879
"58",2.89553357813636
"59",2.83053811724763
"60",2.76805761320221
"61",2.70795522619892
"62",2.65010364330827
"63",2.59438427488987
"64",2.54068653025778
"65",2.4889071636823
"66",2.43894968293856
"67",2.39072381357798
"68",2.34414501293219
"69",2.29913402858068
"70",2.25561649663829
"71",2.21352257576242
"72",2.1727866132529
"73",2.13334684003027
"74",2.09514509163907
"75",2.05812655273909
"76",2.0222395228247
"77",1.98743520115637
"78",1.95366748910334
"79",1.92089280828567
"80",1.88906993307155
"81",1.85815983613374
"82",1.82812554590056
"83",1.7989320148532
"84",1.77054599772525
"85",1.74293593875216
"86",1.71607186720117
"87",1.68992530048553
"88",1.66446915423254
"89",1.63967765873406
"90",1.61552628126066
"91",1.59199165376819
"92",1.56905150556783
"93",1.54668460056954
"94",1.52487067874262
"95",1.50359040146897
"96",1.48282530049225
"97",1.46255773019179
"98",1.4427708229331
"99",1.42344844726748
"100",1.40457516877254
"101",1.3861362133421
"102",1.36811743274992
"103",1.35050527232567
"104",1.33328674059462
"105",1.31644938074418
"106",1.29998124379112
"107",1.2838708633333
"108",1.26810723177856
"109",1.2526797779514
"110",1.23757834598615
"111",1.2227931754215
"112",1.2083148824181
"113",1.1941344420264
"114",1.18024317143744
"115",1.16663271415388
"116",1.15329502502335
"117",1.14022235608013
"118",1.12740724314506
"119",1.11484249313698
"120",1.10252117205245
"121",1.09043659357319
"122",1.07858230826364
"123",1.06695209332357
"124",1.05553994286291
"125",1.04434005866827
"126",1.03334684143262
"127",1.02255488242134
"128",1.01195895554977
"129",1.00155400984894
"130",0.991335162297538
"131",0.981297690999699
"132",0.971437028689454
"133",0.961748756543857
"134",0.952228598287902
"135",0.942872414575445
"136",0.933676197631262
"137",0.924636066140287
"138",0.915748260370936
"139",0.907009137520167
"140",0.898415167268711
"141",0.889962927535543
"142",0.88164910042133
"143",0.873470468331183
"144",0.865423910267603
"145",0.857506398285019
"146",0.849714994097828
"147",0.842046845834284
"148",0.834499184929032
"149",0.827069323147461
"150",0.819754649735468
"151",0.81255262868852
"152",0.805460796134305
"153",0.798476757823501
"154",0.791598186723562
"155",0.784822820710616
"156",0.778148460354909
"157",0.7715729667954
"158",0.765094259699403
"159",0.758710315303345
"160",0.752419164530931
"161",0.746218891185199
"162",0.740107630211131
"163",0.734083566025634
"164",0.72814493091191
"165",0.722290003475328
"166",0.71651710715811
"167",0.710824608810246
"168",0.705210917314177
"169",0.699674482260931
"170",0.69421379267549
"171",0.688827375789281
"172",0.683513795857783
"173",0.678271653021345
"174",0.673099582207393
"175",0.667996252072298
"176",0.662960363981252
"177",0.657990651024582
"178",0.653085877069001
"179",0.648244835842373
"180",0.643466350050616
"181",0.638749270525461
"182",0.634092475401812
"183",0.629494869323523
"184",0.624955382676473
"185",0.620472970847844
"186",0.616046613510583
"187",0.61167531393205
"188",0.607358098305924
"189",0.60309401510645
"190",0.598882134464186
"191",0.594721547562399
"192",0.590611366053352
"193",0.586550721493708
"194",0.58253876479833
"195",0.578574665711803
"196",0.574657612296988
"197",0.570786810440007
"198",0.566961483371025
"199",0.563180871200263
"200",0.559444230468676
"201",0.55575083371277
"202",0.552099969043036
"203",0.548490939735519
"204",0.544923063836042
"205",0.541395673776642
"206",0.537908116003775
"207",0.534459750617881
"208",0.531049951023903
"209",0.527678103592382
"210",0.524343607330752
"211",0.521045873564495
"212",0.517784325627793
"213",0.514558398563373
"214",0.511367538831217
"215",0.50821120402584
"216",0.505088862601845
"217",0.501999993607473
"218",0.498944086425881
"219",0.495920640523898
"220",0.49292916520799
"221",0.489969179387219
"222",0.487040211342946
"223",0.484141798505066
"224",0.481273487234566
"225",0.478434832612183
"226",0.475625398232983
"227",0.472844756006664
"228",0.470092485963387
"229",0.467368176064984
"230",0.46467142202134
"231",0.462001827111819
"232",0.459359002011538
"233",0.456742564622374
"234",0.454152139908528
"235",0.451587359736513
"236",0.449047862719434
"237",0.446533294065424
"238",0.444043305430098
"239",0.441577554772924
"240",0.439135706217366
"241",0.436717429914709
"242",0.434322401911428
"243",0.431950304020022
"244",0.429600823693189
"245",0.427273653901248
"246",0.424968493012717
"247",0.422685044677942
"248",0.4204230177157
"249",0.418182126002675
"250",0.415962088365737
"251",0.41376262847693
"252",0.411583474751097
"253",0.409424360246063
"254",0.407285022565306
"255",0.405165203763036
"256",0.403064650251627
"257",0.40098311271132
"258",0.39892034600214
"259",0.396876109077971
"260",0.394850164902708
"261",0.392842280368454
"262",0.390852226215682
"263",0.388879776955324
"264",0.386924710792719
"265",0.38498680955338
"266",0.383065858610531
"267",0.381161646814346
"268",0.379273966422876
"269",0.377402613034582
"270",0.375547385522465
"271",0.373708085969719
"272",0.371884519606889
"273",0.370076494750481
"274",0.368283822742994
"275",0.366506317894318
"276",0.364743797424495
"277",0.362996081407766
"278",0.361262992717907
"279",0.359544356974796
"280",0.357840002492188
"281",0.356149760226665
"282",0.354473463727736
"283",0.352810949089044
"284",0.351162054900663
"285",0.349526622202461
"286",0.347904494438479
"287",0.34629551741233
"288",0.344699539243568
"289",0.343116410325016
"290",0.341545983281025
"291",0.339988112926636
"292",0.338442656227633
"293",0.336909472261453
"294",0.335388422178937
"295",0.333879369166906
"296",0.33238217841153
"297",0.330896717062482
"298",0.329422854197852
"299",0.3279604607898
"300",0.326509409670936
"301",0.325069575501408
"302",0.323640834736674
"303",0.32222306559595
"304",0.320816148031317
"305",0.319419963697463
"306",0.318034395922054
"307",0.316659329676715
"308",0.315294651548606
"309",0.313940249712579
"310",0.312596013903909
"311",0.311261835391568
"312",0.309937606952053
"313",0.308623222843735
"314",0.30731857878173
"315",0.306023571913267
"316",0.304738100793557
"317",0.303462065362142
"318",0.302195366919706
"319",0.300937908105362
"320",0.299689592874369
"321",0.298450326476302
"322",0.297220015433647
"323",0.295998567520812
"324",0.294785891743551
"325",0.293581898318786
"326",0.292386498654825
"327",0.291199605331957
"328",0.290021132083426
"329",0.288850993776764
"330",0.287689106395494
"331",0.286535387021166
"332",0.28538975381575
"333",0.284252126004358
"334",0.283122423858288
"335",0.282000568678399
"336",0.280886482778786
"337",0.279780089470776
"338",0.278681313047208
"339",0.277590078767021
"340",0.276506312840117
"341",0.275429942412511
"342",0.274360895551755
"343",0.273299101232629
"344",0.272244489323096
"345",0.271196990570515
"346",0.270156536588105
"347",0.269123059841659
"348",0.268096493636492
"349",0.267076772104634
"350",0.266063830192249
"351",0.265057603647284
"352",0.264058029007337
"353",0.263065043587745
"354",0.262078585469884
"355",0.261098593489673
"356",0.260125007226292
"357",0.259157766991093
"358",0.258196813816704
"359",0.257242089446335
"360",0.25629353632326
"361",0.255351097580496
"362",0.254414717030651
"363",0.253484339155954
"364",0.252559909098458
"365",0.251641372650417
"366",0.250728676244816
"367",0.249821766946082
"368",0.248920592440942
"369",0.248025101029438
"370",0.247135241616107
"371",0.246250963701295
"372",0.245372217372636
"373",0.244498953296656
"374",0.243631122710541
"375",0.242768677414024
"376",0.24191156976142
"377",0.241059752653792
"378",0.240213179531249
"379",0.239371804365367
"380",0.238535581651744
"381",0.237704466402675
"382",0.236878414139946
"383",0.236057380887751
"384",0.235241323165723
"385",0.234430197982082
"386",0.233623962826894
"387",0.232822575665435
"388",0.232025994931676
"389",0.231234179521859
"390",0.230447088788189
"391",0.229664682532621
"392",0.22888692100075
"393",0.228113764875799
"394",0.227345175272703
"395",0.22658111373229
"396",0.22582154221555
"397",0.225066423098002
"398",0.224315719164143
"399",0.223569393601992
"400",0.222827409997715
"401",0.222089732330342
"402",0.221356324966553
"403",0.220627152655565
"404",0.219902180524081
"405",0.219181374071332
"406",0.218464699164186
"407",0.217752122032337
"408",0.217043609263575
"409",0.216339127799114
"410",0.215638644929008
"411",0.214942128287626
"412",0.214249545849205
"413",0.213560865923463
"414",0.212876057151286
"415",0.212195088500479
"416",0.211517929261575
"417",0.210844549043721
"418",0.210174917770611
"419",0.209509005676491
"420",0.208846783302223
"421",0.208188221491402
"422",0.207533291386538
"423",0.206881964425291
"424",0.206234212336765
"425",0.205590007137852
"426",0.204949321129639
"427",0.204312126893861
"428",0.203678397289408
"429",0.203048105448884
"430",0.202421224775218
"431",0.201797728938322
"432",0.201177591871801
"433",0.200560787769709
"434",0.199947291083353
"435",0.199337076518141
"436",0.19873011903048
"437",0.198126393824718
"438",0.197525876350128
"439",0.196928542297933
"440",0.196334367598384
"441",0.195743328417868
"442",0.195155401156064
"443",0.194570562443138
"444",0.193988789136981
"445",0.193410058320477
"446",0.192834347298823
"447",0.192261633596877
"448",0.191691894956546
"449",0.19112510933421
"450",0.19056125489819
"451",0.190000310026237
"452",0.189442253303069
"453",0.188887063517937
"454",0.188334719662224
"455",0.187785200927079
"456",0.187238486701087
"457",0.186694556567963
"458",0.186153390304286
"459",0.185614967877262
"460",0.185079269442512
"461",0.1845462753419
"462",0.184015966101384
"463",0.183488322428899
"464",0.182963325212266
"465",0.182440955517134
"466",0.181921194584947
"467",0.181404023830937
"468",0.180889424842149
"469",0.180377379375488
"470",0.179867869355796
"471",0.17936087687395
"472",0.178856384184989
